Tour Code; Tour Description; Year; Tourn.#; Player #; Course #; Permanent Tournament #; Player First Name; Player Last Name; Round; Tournament Name;Course Name; Hole; Hole Score; Par Value; Yardage;  Shot; Shot Type(S/P/D);# of Strokes; From Location(Scorer); From Location(Laser); To Location(Scorer); To Location(Laser); Distance; Distance to Pin; In the Hole Flag; Around the Green Flag;1st Putt Flag; Distance to Hole after the Shot; Time; Lie; Elevation; Slope; X Coordinate; Y Coordinate;  Z Coordinate; Distance from Center; Distance from Edge
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;05;S;1;Green;Unknown;;;00123;00123;Y;N;Y;00000000000;1524;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;01;S;1;Tee Box;;Fairway;Right Fairway;10058;16524;N;N;;00000006444;1529;Good;With;Level; 11,078.6300;  9,969.1250;    505.8610;00246;00134
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;02;S;1;Fairway;Right Fairway;Green;Unknown;06714;06444;N;N;;00000000369;1534;Good;With;Level; 11,630.6110;  9,881.0360;    530.3060;00273;00109
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;03;S;1;Green;Unknown;Green;Unknown;00375;00369;N;N;Y;00000000018;1538;Good;With;Level; 11,603.7430;  9,865.1160;    529.3790;00012;00156
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;04;S;1;Green;Unknown;;;00018;00018;Y;N;;00000000000;1538;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;01;S;1;Tee Box;;Green;Unknown;06649;06444;N;N;;00000000195;1543;Good;With;Level; 12,184.6410;  9,875.3220;    545.2510;00074;00175
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;02;S;1;Green;Unknown;Green;Unknown;00282;00195;N;N;Y;00000000087;1546;Good;With;Level; 12,161.1740;  9,876.0400;    544.4080;00003;00189
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;03;S;1;Green;Unknown;Green;Unknown;00115;00087;N;N;;00000000025;1548;Good;With;Level; 12,169.8490;  9,872.0610;    544.7700;00013;00251
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;04;S;1;Green;Unknown;;;00025;00025;Y;N;;00000000000;1548;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;01;S;1;Tee Box;;Primary Rough;Right Rough;11009;14436;N;N;;00000003413;1551;Good;With;Level; 11,362.8490;  9,719.0860;    517.1700;00856;00581
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;02;S;1;Primary Rough;Right Rough;Green;Unknown;03122;03413;N;N;;00000000292;1556;N/A;With;Level; 11,103.9940;  9,694.2680;    510.5190;00055;01021
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;03;S;1;Green;Unknown;Green;Unknown;00304;00292;N;N;Y;00000000008;1559;Good;With;Level; 11,078.6330;  9,693.8880;    510.4170;00001;01325
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;04;S;1;Green;Unknown;;;00008;00008;Y;N;;00000000000;1559;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;01;S;1;Tee Box;;Primary Rough;Left Rough;09599;16848;N;N;;00000007180;1602;Good;With;Level; 11,615.6310;  9,519.0980;    522.3140;01137;00532
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;02;S;1;Primary Rough;Left Rough;Primary Rough;Right Rough;07990;07180;N;Y;;00000000876;1606;N/A;With;Level; 12,278.7020;  9,466.1380;    551.5230;00485;00221
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;03;D;0;Unknown;Right Rough;Primary Rough;Right Rough;00002;00876;N;Y;;00000000877;1612;Unknown;Unknown;Unknown; 12,278.7560;  9,465.9860;    551.5150;00487;00222
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;04;S;1;Primary Rough;Right Rough;Green;Unknown;00894;00877;N;N;;00000000037;1614;N/A;With;Level; 12,210.6860;  9,496.2730;    551.3240;00023;00214
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;05;S;1;Green;Unknown;;;00037;00037;Y;N;Y;00000000000;1616;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;11073;16272;N;N;;00000005284;1618;Good;With;Level; 11,345.9800;  9,328.9610;    509.3470;00306;00106
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;02;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;05296;05284;N;N;;00000000127;1623;N/A;With;Level; 10,911.8420;  9,249.9830;    503.7670;00129;00057
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;03;S;1;Green;Unknown;Green;Unknown;00170;00127;N;N;Y;00000000038;1627;Good;With;Level; 10,910.5320;  9,264.0200;    504.9460;00040;00177
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;14; 4;04;442;04;S;1;Green;Unknown;;;00038;00038;Y;N;;00000000000;1628;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;10016;19044;N;N;;00000008760;1630;Good;With;Level; 11,538.6910;  8,941.2450;    500.0900;00561;00109
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;02;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;08347;08760;N;N;;00000000545;1636;N/A;With;Level; 12,186.9460;  8,694.8680;    553.8900;00253;00122
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;03;S;1;Green;Unknown;Green;Unknown;00448;00545;N;N;Y;00000000113;1641;Good;With;Level; 12,208.1340;  8,664.0990;    554.8090;00095;00093
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;04;S;1;Green;Unknown;;;00113;00113;Y;N;;00000000000;1643;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;16; 3;04;481;01;S;1;Tee Box;;Fairway Bunker;Unknown;10496;17172;N;N;;00000006724;1646;Good;With;Level; 11,334.5170;  8,453.3450;    504.8750;00628;00256
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;16; 3;04;481;02;S;1;Fairway Bunker;Unknown;Green;Unknown;06544;06724;N;N;;00000000189;1650;Good;With;Level; 10,802.5660;  8,571.4460;    482.4680;00040;00051
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;16; 3;04;481;03;S;1;Green;Unknown;;;00189;00189;Y;N;Y;00000000000;1654;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;01;S;1;Tee Box;;Primary Rough;Right Rough;10307;16524;N;N;;00000006441;1659;Good;With;Level; 10,686.0750;  9,156.1930;    485.0110;01008;00594
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;02;S;1;Primary Rough;Right Rough;Green;Unknown;06185;06441;N;N;;00000000257;1706;N/A;With;Level; 10,606.7980;  9,665.4170;    479.8270;00016;00308
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;03;S;1;Green;Unknown;Green;Unknown;00280;00257;N;N;Y;00000000019;1710;Good;With;Level; 10,604.8550;  9,688.6760;    479.7480;00008;00171
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;17; 4;04;470;04;S;1;Green;Unknown;;;00019;00019;Y;N;;00000000000;1710;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;18; 3;03;235;01;S;1;Tee Box;;Green Side Bunker;Right Front Green Side Bunker;07934;07992;N;Y;;00000000570;1714;Good;With;Level; 10,181.6640;  9,903.1350;    488.3320;00563;00289
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;18; 3;03;235;02;S;1;Green Side Bunker;Right Front Green Side Bunker;Green;Unknown;00642;00570;N;N;;00000000082;1719;Good;With;Level; 10,160.0380;  9,854.4110;    493.2260;00056;00292
R;PGA TOUR;2011;410;23108;688;060;Matt;Kuchar;01;TOUR Championship by Coca-Cola;East Lake GC;18; 3;03;235;03;S;1;Green;Unknown;;;00082;00082;Y;N;Y;00000000000;1722;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;01; 5;04;424;01;S;1;Tee Box;;Primary Rough;Left Rough;10742;15444;N;N;;00000004898;1135;Good;With;Level;  9,085.6850;  9,729.5180;    480.2440;01005;00584
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;01; 5;04;424;02;S;1;Primary Rough;Left Rough;Primary Rough;Left Rough;00383;04898;N;N;;00000004725;1140;N/A;With;Level;  9,079.0630;  9,760.7530;    480.3210;00638;00227
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;01; 5;04;424;03;S;1;Primary Rough;Left Rough;Primary Rough;Right Rough;05132;04725;N;Y;;00000000447;1142;N/A;With;Level;  8,666.8950;  9,872.3220;    504.1530;00257;00079
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;01; 5;04;424;04;S;1;Primary Rough;Right Rough;Green;Unknown;00406;00447;N;N;;00000000054;1144;N/A;With;Level;  8,694.6320;  9,852.8870;    503.8630;00054;00154
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;01; 5;04;424;05;S;1;Green;Unknown;;;00054;00054;Y;N;Y;00000000000;1146;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;01;S;1;Tee Box;;Green;Unknown;08101;07812;N;N;;00000000516;1148;Good;With;Level;  9,239.0870; 10,047.5000;    491.8470;00441;00042
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;02;S;1;Green;Unknown;Green;Unknown;00522;00516;N;N;Y;00000000038;1151;Good;With;Level;  9,218.4670; 10,009.2300;    490.6430;00020;00165
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;03;S;1;Green;Unknown;;;00038;00038;Y;N;;00000000000;1155;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;01;S;1;Tee Box;;Primary Rough;Left Rough;10072;13464;N;N;;00000003558;1156;Good;With;Level;  8,452.0990; 10,010.1840;    508.7440;00625;00145
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;02;S;1;Primary Rough;Left Rough;Green;Unknown;03630;03558;N;N;;00000000160;1200;N/A;With;Level;  8,153.9600; 10,059.8130;    521.6870;00134;00185
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;03;S;1;Green;Unknown;Green;Unknown;00173;00160;N;N;Y;00000000016;1204;Good;With;Level;  8,163.4620; 10,070.6140;    521.4670;00001;00110
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;04;S;1;Green;Unknown;;;00016;00016;Y;N;;00000000000;1204;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;01;S;1;Tee Box;;Fairway;Left Fairway;10683;15768;N;N;;00000005120;1206;Good;With;Level;  8,136.6470;  9,266.3210;    512.6800;00112;00180
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;02;S;1;Fairway;Left Fairway;Green;Unknown;04954;05120;N;N;;00000000292;1211;Good;With;Level;  8,134.0850;  8,853.8250;    528.2190;00241;00250
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;03;S;1;Green;Unknown;Green;Unknown;00285;00292;N;N;Y;00000000017;1215;Good;With;Level;  8,113.5400;  8,841.9210;    528.2380;00000;00137
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;04; 4;04;440;04;S;1;Green;Unknown;Green;Unknown;00017;00017;Y;N;;00000000000;1215;Good;With;Level;       .0000;       .0000;       .0000;00000;00137
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;05; 5;04;520;01;S;1;Tee Box;;Primary Rough;Right Rough;10689;18576;N;N;;00000007838;1217;Good;With;Level;  9,067.3030;  8,585.0550;    495.0570;00439;00093
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;05; 5;04;520;02;S;1;Primary Rough;Right Rough;Primary Rough;Right Rough;07580;07838;N;Y;;00000000631;1222;N/A;With;Level;  9,688.1980;  8,469.3090;    484.4710;00582;00177
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;05; 5;04;520;03;S;1;Primary Rough;Right Rough;Fairway;Right Fairway;00288;00631;N;Y;;00000000344;1225;N/A;With;Level;  9,702.7280;  8,488.4220;    484.0840;00327;00035
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;05; 5;04;520;04;S;1;Fringe;Right Fairway;Green;Unknown;00360;00344;N;N;;00000000011;1227;Good;With;Level;  9,717.0680;  8,514.8150;    483.5520;00013;00161
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;05; 5;04;520;05;S;1;Green;Unknown;;;00011;00011;Y;N;Y;00000000000;1227;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;06; 4;03;209;01;S;1;Tee Box;;Primary Rough;Left Rough;08146;07740;N;Y;;00000000560;1233;Good;With;Level;  9,786.9490;  8,838.9220;    477.3630;00413;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;06; 4;03;209;02;S;1;Primary Rough;Left Rough;Green;Unknown;00692;00560;N;N;;00000000152;1238;N/A;With;Level;  9,842.9240;  8,825.2570;    475.7800;00025;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;06; 4;03;209;03;S;1;Green;Unknown;Green;Unknown;00163;00152;N;N;Y;00000000006;1239;Good;With;Level;  9,832.8920;  8,834.3670;    476.2100;00005;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;06; 4;03;209;04;S;1;Green;Unknown;;;00006;00006;Y;N;;00000000000;1239;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;01;S;1;Tee Box;;Fairway;Left Fairway;10308;15804;N;N;;00000005400;1242;Good;With;Level;  8,891.8430;  8,964.5140;    498.3860;00226;00124
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;02;S;1;Fairway;Left Fairway;Green;Unknown;05697;05400;N;N;;00000000293;1247;Good;With;Level;  8,437.1810;  8,830.1890;    523.7780;00012;00140
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;03;S;1;Green;Unknown;Green;Unknown;00306;00293;N;N;Y;00000000010;1250;Good;With;Level;  8,461.5670;  8,837.4980;    523.3980;00007;00171
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;04;S;1;Green;Unknown;;;00010;00010;Y;N;;00000000000;1250;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;08; 3;04;405;01;S;1;Tee Box;;Fairway;Right Fairway;10022;14544;N;N;;00000004649;1254;Good;With;Level;  8,428.0370;  9,383.1290;    525.8570;00014;00359
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;08; 3;04;405;02;S;1;Fairway;Right Fairway;Green;Unknown;04866;04649;N;N;;00000000219;1300;Good;With;Level;  8,271.5550;  9,757.1970;    522.1120;00060;00129
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;08; 3;04;405;03;S;1;Green;Unknown;;;00219;00219;Y;N;Y;00000000000;1303;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;01;S;1;Tee Box;;Fairway;Left Fairway;10776;21168;N;N;;00000010257;1306;Good;With;Level;  8,942.6300;  9,627.4600;    494.8570;00423;00010
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;02;S;1;Fairway;Left Fairway;Green Side Bunker;Right Green Side Bunker;09878;10257;N;Y;;00000000669;1311;Good;With;Level;  9,763.4560;  9,568.6200;    475.8940;00510;00198
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;03;S;1;Green Side Bunker;Right Green Side Bunker;Green;Unknown;00609;00669;N;N;;00000000062;1315;Good;With;Level;  9,795.0290;  9,607.9480;    481.3460;00056;00174
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;04;S;1;Green;Unknown;Green;Unknown;00092;00062;N;N;Y;00000000025;1318;Good;With;Level;  9,798.4480;  9,614.8290;    481.5550;00023;00105
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;05;S;1;Green;Unknown;;;00025;00025;Y;N;;00000000000;1318;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;01;S;1;Tee Box;;Fairway;Right Fairway;10337;16524;N;N;;00000006160;1322;Good;With;Level; 11,101.4080;  9,962.1750;    506.5160;00264;00054
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;02;S;1;Fairway;Right Fairway;Fairway;Left Fairway;07155;06160;N;Y;;00000001222;1328;Good;With;Level; 11,695.1760;  9,911.1540;    524.4830;00812;00060
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;03;S;1;Fairway;Left Fairway;Green;Unknown;01255;01222;N;N;;00000000043;1331;Good;With;Level; 11,601.3720;  9,865.2670;    529.4240;00007;00135
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;04;S;1;Green;Unknown;;;00043;00043;Y;N;Y;00000000000;1334;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;01;S;1;Tee Box;;Green;Unknown;06959;06444;N;N;;00000000492;1336;Good;With;Level; 12,206.8030;  9,859.0850;    546.2940;00036;00265
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;02;S;1;Green;Unknown;Green;Unknown;00462;00492;N;N;Y;00000000045;1340;Good;With;Level; 12,169.9490;  9,870.0950;    544.8010;00035;00274
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;03;S;1;Green;Unknown;;;00045;00045;Y;N;;00000000000;1343;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;09964;14436;N;N;;00000004425;1345;Good;With;Level; 11,448.2820;  9,687.9820;    520.6530;00656;00092
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;02;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;04139;04425;N;N;;00000000290;1349;N/A;With;Level; 11,103.6630;  9,696.7700;    510.6170;00084;01025
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;03;S;1;Green;Unknown;Green;Unknown;00299;00290;N;N;Y;00000000019;1352;Good;With;Level; 11,079.2190;  9,691.8630;    510.3850;00021;01318
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;04;S;1;Green;Unknown;;;00019;00019;Y;N;;00000000000;1354;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;01;S;1;Tee Box;;Fairway;Left Fairway;09477;16848;N;N;;00000007317;1357;Good;With;Level; 11,604.6890;  9,468.4680;    519.6960;00551;00034
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;02;S;1;Fairway;Left Fairway;Green;Unknown;07299;07317;N;N;;00000000203;1401;Good;With;Level; 12,211.9870;  9,481.4630;    551.1640;00201;00271
R;PGA TOUR;2011;410;23623;688;060;Bo;Van Pelt;01;TOUR Championship by Coca-Cola;East Lake GC;13; 4;04;476;03;S;1;Green;Unknown;Green;Unknown;00242;00203;N;N;Y;00000000037;1406;Good;With;Level; 12,212.0000;  9,501.6400;    551.3900;00038;00209
